book_title,challenge_reasons,num_reasons,primary_reason
On a Roll,Age-appropriateness concerns,1,Age-appropriateness concerns
One True Wish,Age-appropriateness concerns,1,Age-appropriateness concerns
Orlando: A Biography,LGBTQ+ identity & sexuality; Sexual or romantic content,2,LGBTQ+ identity & sexuality
Other Boy,Age-appropriateness concerns,1,Age-appropriateness concerns
"Other, Please Specify: Queer Methods in Sociology",,0,Uncategorized
Otherworldly,Age-appropriateness concerns,1,Age-appropriateness concerns
Out of Blue Comes Green,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Mental health & trauma; Violence & mature themes,4,Age-appropriateness concerns
Out!: How to Be Your Authentic Self,LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
Pageboy,LGBTQ+ identity & sexuality; Mental health & trauma; Sexual or romantic content,3,LGBTQ+ identity & sexuality
Payden's Pronoun Party,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
People of Pride: 25 Great LGBTO Americans,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Phoenix Gets Greater,Age-appropriateness concerns,1,Age-appropriateness concerns
"Pink, Blue, and You! Questions for Kids about Gender Stereotypes",Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Prejudice: A Young Activist's Guide,Age-appropriateness concerns,1,Age-appropriateness concerns
Pride: An Inspirational History of the LGBTQ+ Community,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Pride: Celebrating Diversity and Community,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Pride: The Celebration and the Struggle,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Privilege in America,,0,Uncategorized
Queer As All Get Out: 10 People Who've Inspired Me,LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
Queer Heroes: Meet 53 LGBTQ Heroes from Past and Present,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Queerfully and Wonderfully Made: A Guide for LGBTQ+ Christian Teens,LGBTQ+ identity & sexuality; Mental health & trauma; Religion & worldview; Sexual or romantic content,4,LGBTQ+ identity & sexuality
Quiver,Age-appropriateness concerns,1,Age-appropriateness concerns
Rabbit Chase,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Mental health & trauma; Race & systemic inequality,4,Age-appropriateness concerns
Rachel Levine,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Racial Bias: Is Change Possible?,,0,Uncategorized
Racial Discrimination,Age-appropriateness concerns,1,Age-appropriateness concerns
Racial Justice,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
Racial Justice in America: Topics for Change,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
Racial Profiling: Everyday Inequality,Race & systemic inequality,1,Race & systemic inequality
Racism in America: A Long History of Hate,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
Racism Without Racists: Color-Blind Racism and the Persistence of Racial Inequality in America,Race & systemic inequality; Violence & mature themes,2,Race & systemic inequality
Rainbow Village: A Story to Help Children Celebrate Diversity,Age-appropriateness concerns,1,Age-appropriateness concerns
"Raising the Transgender Child: A Complete Guide for Parents, Families and Caregivers",LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
Real Queer America: LGBT Stories from Red States,LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
Respecting diversity,Age-appropriateness concerns,1,Age-appropriateness concerns
Riley Reynolds Crushes Costume Day,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Rise Up! How You Can Join the Fight Against White Supremacy,Race & systemic inequality,1,Race & systemic inequality
RuPaul,Age-appropriateness concerns,1,Age-appropriateness concerns
Safe is Not Enough: Better Schools for LGBTQ Students,LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
Saint Juniper's Folly,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Salt the Water,,0,Uncategorized
"Say the Right Thing: How to Talk About Identity, Diversity, and Justice",LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
Sexuality and Gender Identity,Sexual or romantic content,1,Sexual or romantic content
She He They Them: Understanding Gender Identity,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
She's My Dad!: A Story for Children Who Have a Transgender Parent or Relative,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Should Parents Be Allowed to Choose the Sex of their Children,Sexual or romantic content,1,Sexual or romantic content
Sink or Swim,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Mental health & trauma,3,Age-appropriateness concerns
Sink or Swim (SW),Age-appropriateness concerns; LGBTQ+ identity & sexuality; Mental health & trauma,3,Age-appropriateness concerns
Sir Callie and the Champions of Helston,,0,Uncategorized
Sir Callie and the Dragon's Roost,,0,Uncategorized
Sissy: A Coming of Gender Story,LGBTQ+ identity & sexuality; Mental health & trauma,2,LGBTQ+ identity & sexuality
Skate for Your Life,LGBTQ+ identity & sexuality; Sexual or romantic content,2,LGBTQ+ identity & sexuality
Skating on Mars,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
"Smashing the Stereotypes: What Does It Mean To Be Gay, Lesbian, Bisexual, or Transgender?",Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Some Girls Bind,Age-appropriateness concerns,1,Age-appropriateness concerns
Sovereign,Violence & mature themes,1,Violence & mature themes
Speaking Out: Queer Youth in Focus,LGBTQ+ identity & sexuality; Sexual or romantic content,2,LGBTQ+ identity & sexuality
Spin with Me,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Stamped From the Beginning: A Graphic History of Racist Ideas in America,Race & systemic inequality,1,Race & systemic inequality
Stand Up and Speak Out Against Racism,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
Stars in their Eyes,Age-appropriateness concerns,1,Age-appropriateness concerns
"Stay up: racism, resistance, and reclaiming Black freedom",Race & systemic inequality,1,Race & systemic inequality
Super Late Bloomer: My Early Days In Transition,,0,Uncategorized
Sylvia and Marsha Start a Revolution!: The Story of the Trans Women of Color Who Made LGBTQ+ History,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Taking Sides: Clashing Views in Gender,,0,Uncategorized
Teens & LGBT Issues,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
"Tell Me Who You Are: Sharing Our Stories of Race, Culture, and Identity",,0,Uncategorized
The Antiracism Handbook: Practical Tools to Shift Your Mindset and Uproot Racism in Your Life and Community,Race & systemic inequality,1,Race & systemic inequality
"The Antiracist Kid: A Book About Identity, Justice, and Activism",Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
The Antiracist Kitchen: 21 Stories (And Recipes),,0,Uncategorized
The Beautiful Something Else,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
The Best Liars in Riverview,Age-appropriateness concerns; Mental health & trauma,2,Age-appropriateness concerns
The Book of Radical Answers: Real Questions from Real Kids Just Like You,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
The Broken Halo,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Violence & mature themes,3,Age-appropriateness concerns
The Day Changes Everything,LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
The Deep Dark,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
The Diablo's Curse,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
The Divide: American Injustice in the Age of the Wealth Gap,Race & systemic inequality,1,Race & systemic inequality
The Divine Order,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
The Dog Knight,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Mental health & trauma,3,Age-appropriateness concerns
"The Every Body Book: The LGBTQ+ Inclusive Guide for Kids about Sex, Gender, Bodies and Families",Age-appropriateness concerns; LGBTQ+ identity & sexuality; Sexual or romantic content,3,Age-appropriateness concerns
The Fight for LGBTQ+ Rights,LGBTQ+ identity & sexuality; Race & systemic inequality,2,LGBTQ+ identity & sexuality
"The Full Spectrum: A New Generation of Writing About Gay, Lesbian, Bisexual, Transgender, Questioning, and Other Identities",LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
The Gender Binary is a Big Lie: Infinite Identities Around the World,LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
The Gender Identity Workbook for Kids: A Guide to Exploring Who You Are,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
The greatest superpower,Age-appropriateness concerns,1,Age-appropriateness concerns
The Heartstopper Yearbook,Age-appropriateness concerns,1,Age-appropriateness concerns
The Kilroy's List: 97 Monologues and Scenes by Female and Trans Playwrights,LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
The LGBT Rights Movement,LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
"The Madness of Crowds: Gender, Race and Identity",LGBTQ+ identity & sexuality; Race & systemic inequality,2,LGBTQ+ identity & sexuality
The Many Half-Lived Lives of Sam Sylvester,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Mental health & trauma; Violence & mature themes,4,Age-appropriateness concerns
The One True Me and You,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Mental health & trauma,3,Age-appropriateness concerns
The One Who Loves You the Most,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Mental health & trauma,3,Age-appropriateness concerns
The Otherwoods,Age-appropriateness concerns,1,Age-appropriateness concerns
The Queer Girl is Going to Be Okay,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
The Racial Justice Movement,,0,Uncategorized
The Ribbon Skirt,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Race & systemic inequality,3,Age-appropriateness concerns
The Science of Identity,,0,Uncategorized
The Sociology Book: Big Ideas Simply Explained,LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
The Spirit Bares its Teeth,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Violence & mature themes,3,Age-appropriateness concerns
The Stonewall Riots: Making a Stand for LGBTQ Rights,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
The Stonewall Riots: The Fight for LGBT Rights,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
The Sum of Us: How Racism Hurts Everyone (Adapted for young readers),Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
The Sunbearer Trials,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
The Talk (AW),Sexual or romantic content; Violence & mature themes,2,Sexual or romantic content
The Talk (DB),Sexual or romantic content; Violence & mature themes,2,Sexual or romantic content
The Third Person,LGBTQ+ identity & sexuality; Mental health & trauma,2,LGBTQ+ identity & sexuality
The Transgender Child: Revised & Updated Edition: A Handbook for Parents and Professionals Supporting Transgender and Non-binary Children,LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
The Transgender Teen: A Handbook for Parents and Professionals Supporting Transgender and Non-binary Teens,LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
The Truth About White Lies,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
The Watcher's Test,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Violence & mature themes,3,Age-appropriateness concerns
The Wicked Bargain,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
The Witch King,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
This Is How It Always Is,LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
"This is Our Rainbow: 16 Stories of Her, Him, Them, and Us",Age-appropriateness concerns; LGBTQ+ identity & sexuality; Race & systemic inequality,3,Age-appropriateness concerns
This is Your Brain on Stereotypes: How Science is Tackling Unconscious Bias,Age-appropriateness concerns,1,Age-appropriateness concerns
This Winter - A Heartstopper Novella,Age-appropriateness concerns,1,Age-appropriateness concerns
"Throw Like a Girl, Cheer Like A Boy: The Evolution of Gender, Identity, and Race in Sports",LGBTQ+ identity & sexuality; Race & systemic inequality,2,LGBTQ+ identity & sexuality
Time After Crime,,0,Uncategorized
Transgender 101: A Simple Guide to a Complex Issue,LGBTQ+ identity & sexuality; Sexual or romantic content,2,LGBTQ+ identity & sexuality
Transgender Role Models and Pioneers,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Transmogrify! 14 Fantastical Tales of Trans Magic,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
"Transparent: Love, Family, and Living with T with Transgender Teenagers",Age-appropriateness concerns,1,Age-appropriateness concerns
Transphobia: Deal with It and Be A Gender Transcender,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
True You: A Gender Joumey,,0,Uncategorized
Twas the Night Before Pride,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Uncomfortable Conversations with a Black Man,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
Under the Skin: The Hidden Toll of Racism on American Lives and on the Health of Our Nation,Race & systemic inequality,1,Race & systemic inequality
Understanding Gender Dysphoria,LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
Upstaged,Age-appropriateness concerns,1,Age-appropriateness concerns
Venom & Vow,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
