book_title,author
Bat and the End of Everything (A Boy Called Bat Series),"Arnold, Elana K."
Los colores de nuestra piel/The Colors of Us (Spanish Version),"Katz, Karen"
We Want to Do More Than Survive: Abolitionist Teaching and the Pursuit of Educational Freedom,"Love, Bettina L."
Drawn Together,"Le, Minh"
Too Many Tamales,"Soto, Gary"
Lola Gets a Cat (Lola Series),"McQuinn, Anna"
Marisol McDonald Doesn't Match (Marisol McDonald Series),"Brown, Monica"
"The Trouble with Black Boys: And Other Reflections on Race, Equity, and the Future of Public Education","Noguera, Pedro A."
Wings,"Myers, Christopher"
Under My Hijab,"Khan, Hena"
Islandborn,"Díaz, Junot"
Beware the Werewolf (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés"
What Is the Women's Rights Movement? (What was...? Series),"Hopkinson, Deborah"
The Day You Begin,"Woodson, Jacqueline"
"Stamped: Racism, Antiracism, and You","Reynolds, Jason"
Harlem's Little Blackbird: The Story of Florence Mills,"Watson, Renée"
I Am Every Good Thing,"Barnes, Derrick"
Ven a Mi Casa,"Seuss, Dr."
My Name Is Celia: The Life Of Celia Cruz / Me Llamo Celia: La Vida de Celia Cruz,"Brown, Monica"
Marvelous Cornelius: Hurricane Katrina and the Spirit of New Orleans,"Bildner, Phil"
Malala Yousafzai (A True Book: Biographies),"Doak, Robin S."
Promoting Racial Literacy in Schools: Differences That Make a Difference,"Stevenson, Howard C."
Who Was Jesse Owens? (Who was...? Series),"Buckley Jr., James"
Drum Dream Girl: How One Girl's Courage Changed Music,"Engle, Margarita"
The Arabic Quilt: An Immigrant Story,"Khalil, Aya"
Prince & Knight (Prince & Knight Series),"Haack, Daniel"
Noah Chases the Wind,"Worthington, Michelle"
Lily and Dunkin,"Gephart, Donna"
En Comunidad: Lessons for Centering the Voices and Experiences of Bilingual Latinx Students,"España, Carla"
Whistling Vivaldi: And Other Clues to How Stereotypes Affect Us,"Steele, Claude M."
What Was the Underground Railroad? (What was...? Series),"McDonough, Yona Zeldis"
The Colors of Us/Los colores de nuestra piel,"Katz, Karen"
Who Was Aretha Franklin? (Who was...? Series),"Medina, Nico"
Courageous Conversations About Race: A Field Guide for Achieving Equity in Schools and Beyond,"Singleton, Glenn E."
Between the World and Me,"Coates, Ta-Nehisi"
Hidden Figures: The True Story of Four Black Women and the Space Race,"Shetterly, Margot Lee"
Sonia Sotomayor: A Judge Grows in the Bronx/La juez que creció en el Bronx,"Winter, Jonah"
Starstruck: The Cosmic Journey of Neil Degrasse Tyson,"Krull, Kathleen"
Home of the Brave: 15 Immigrants Who Shaped U.S. History,"Khan, Brooke"
Mindy Kim and the Yummy Seaweed Business (Mindy Kim Series),"Lee, Lyla"
Peaceful Fights for Equal Rights,"Sanders, Rob"
The Vampire Ate My Homework (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés"
As Brave As You,"Reynolds, Jason"
Read the World: Rethinking Literacy for Empathy and Action in a Digital Age,"Ziemke, Kristin"
Cilla Lee-Jenkins: Future Author Extraordinaire (Cilla Lee-Jenkins Series),"Tan, Susan"
Lola Levine and the Vacation Dream (Lola Levine Series),"Brown, Monica"
King & Kayla and the Case of the Lost Library Book (King & Kayla Series),"Butler, Dori Hillestad"
Crown: An Ode to the Fresh Cut,"Barnes, Derrick"
What Was the March on Washington? (What was...? Series),"Krull, Kathleen"
"They, She, He Easy as ABC","Gonzalez, Maya Christina"
"Red Kite, Blue Kite","Jiang, Ji-li"
Let the Children March,"Clark-Robinson, Monica"
King & Kayla and the Case of the Unhappy Neighbor (King & Kayla Series),"Butler, Dori Hillestad"
Being the Change: Lessons and Strategies to Teach Social Comprehension,"Ahmed, Sara K."
Little Legends: Exceptional Men in Black History,"Harrison, Vashti"
Knock Knock: My Dad's Dream for Me,"Beaty, Daniel"
Those Shoes,"Boelts, Maribeth"
Yasmin the Builder (Yasmin Series),"Faruqi, Saadia"
"Mindy Kim, Class President (Mindy Kim Series)","Lee, Lyla"
Bayou Magic (The Louisiana Girls Trilogy Series),"Rhodes, Jewell Parker"
"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor","Saad, Layla F."
Like the Moon Loves the Sky,"Khan, Hena"
Night of the Zombie Zookeeper (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés"
"Full, Full, Full of Love","Cooke, Trish"
My Vida Loca (Sofía Martínez Series),"Jules, Jacqueline"
Lights Out (Sofía Martínez Series),"Jules, Jacqueline"
Mindy Kim and the Big Pizza Challenge (Mindy Kim Series),"Lee, Lyla"
Major Monster Mess (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés"
The Beach Trip (Sofía Martínez Series),"Jules, Jacqueline"
Nothing Stopped Sophie: The Story of Unshakable Mathematician Sophie Germain,"Bardoe, Cheryl"
Milo's Museum,"Elliott, Zetta"
"Iguales, pero diferentes (Same, Same But Different)","Kostecki-Shaw, Jenny Sue"
Blindspot: Hidden Biases of Good People,"Banaji, Mahzarin R."
We Are All Born Free: The Universal Declaration of Human Rights in Pictures,Amnesty International
A Good Kind of Trouble,"Ramée, Lisa Moore"
Mommy Sayang: Pixar Animation Studios Artist Showcase,"Sullivan, Rosana"
Lola Levine and the Halloween Scream (Lola Levine Series),"Brown, Monica"
The Haunted House Next Door (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés"
Ghost (Track Series),"Reynolds, Jason"
The Undefeated,"Alexander, Kwame"
Lubna and Pebble,"Meddour, Wendy"
The Scary Library Shusher (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés"
"Up, Up, Down!","Munsch, Robert"
A Big Mooncake for Little Star,"Lin, Grace"
"Lights, Music, Code! (Girls Who Code Series)","Whittemore, Jo"
Picture Perfect (Sofía Martínez Series),"Jules, Jacqueline"
"It's Not the Stork!: A Book About Girls, Boys, Babies, Bodies, Families and Friends","Harris, Robie H."
Promposal,"Helms, Rhonda"
Far from Xanadu,"Peters, Julie Anne"
Identity and Gender,"Ogden, Charlie"
Big Guy,"Stevenson, Robin"
Boy Girl Boy,"Koertge, Ron"
Freakboy,"Clark, Kristin Elizabeth"
Becoming Nicole: The inspiring story of transgender actor-activist Nicole Maines and her extraordinary family,"Nutt, Amy Ellis"
"Saga, Volume 1 (Saga Series)","Vaughan, Brian K."
"Life at School and in the Community (Teens: Being Gay, Lesbian, Bisexual, or Transgender)","Worth, Richard"
Crossing Lines,"Volponi, Paul"
Staying Fat for Sarah Byrnes,"Crutcher, Chris"
The Stars and the Blackness Between Them,"Petrus, Junauda"
Shout,"Anderson, Laurie Halse"
The Gravity of Us,"Stamper, Phil"
The You I've Never Known,"Hopkins, Ellen"
Gender Equality (Foundations of Democracy),"des Neiges Léonard, Marie"
Sparkle Boy,"Newman, Lesléa"
Infinity Son (Infinity Cycle Series),"Silvera, Adam"
The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka"
Lawn Boy,"Evison, Jonathan"
The Love Interest,"Dietrich, Cale"
Final Takedown,"Sherrard, Brent R."
Girl Made of Stars,"Blake, Ashley Herring"
The Bridge,"Konigsberg, Bill"
"Sex, Puberty, and All That Stuff: A Guide to Growing Up","Bailey, Jacqui"
The Abortion Debate (Essential Viewpoints),"Farrell, Courtney"
"Hear Us Out!: Lesbian and Gay Stories of Struggle, Progress, and Hope, 1950 to the Present","Garden, Nancy"
My Life as a Diamond,"Manzer, Jenny"
Reverie,"La Sala, Ryan"
As Far As You'll Take Me,"Stamper, Phil"
Jumpstart the World,"Hyde, Catherine Ryan"
The Five Stages of Andrew Brawley,"Hutchinson, Shaun David"
Nate Expectations,"Federle, Tim"
The Truth Is,"Ramos, NoNieqa"
Fancy White Trash,"Geerling, Marjetta"
My Girlfriend's Pregnant!: A Teen’s Guide to Becoming a Dad,"Shantz-Hilkes, Chloe"
Archenemy,"Hoblin, Paul"
A Love Story Starring My Dead Best Friend,"Horner, Emily"
Remake (Remake Series),"Todd, Ilima"
Gracefully Grayson,"Polonsky, Ami"
If You Could Be Mine,"Farizan, Sara"
After,"Efaw, Amy"
Equal Rights,"O'Connor, Maureen"
LGBT Families (Changing Families),"Currie-McGhee, Leanna"
Cemetery Boys,"Thomas, Aiden"
Simon vs. the Homo Sapiens Agenda (Simonverse Series),"Albertalli, Becky"
A Line in the Dark,"Lo, Malinda"
Gender Identity: The Search for Self,"Light, Kate"
The Love Curse of Melody McIntyre,"Talley, Robin"
Freaks and Revelations,"Hurwin, Davida Wills"
Teen Pregnancy,"Cassedy, Patrice"
One Half from the East,"Hashimi, Nadia"
Identifying as Transgender,"Woods, Sara"
Empress of the World (Battle Hall Davies Series),"Ryan, Sara"
The Music of What Happens,"Konigsberg, Bill"
Under the Moon: A Catwoman Tale,"Myracle, Lauren"
Jacob's New Dress,"Hoffman, Sarah"
Pet,"Emezi, Akwaeke"
"Gay Issues and Politics: Marriage, the Military, & Work Place Discrimination","Seba, Jaime A."
Of Fire and Stars (Of Fire and Stars Series),"Coulthurst, Audrey"
Geography Club (Russel Middlebrook Series),"Hartinger, Brent"
The Edge of the Abyss (The Abyss Surrounds Us Series),"Skrutskie, Emily"
Wide Awake,"Levithan, David"
They Both Die at the End,"Silvera, Adam"
Odd One Out,"Stone, Nic"
The Great American Whatever,"Federle, Tim"
Juliet Takes a Breath,"Rivera, Gabby"
Forget This Ever Happened,"Clarke, Cassandra Rose"
Image and Identity: Becoming the Person You Are,"Gowen, L. Kris"
Ho'onani: Hula Warrior,"Gale, Heather"
With Or Without You,"Farrey, Brian"
Notes from the Blender,"Cook, Trish"
How to Be Bad,"Myracle, Lauren"
Grasshopper Jungle (Grasshopper Jungle Series),"Smith, Andrew"
"Ziggy, Stardust and Me","Brandon, James"
"Bioethics: Who Lives, Who Dies, And Who Decides?","Altman, Linda Jacobs"
Cradle and All,"Patterson, James"
Reluctantly Alice (Alice Series),"Naylor, Phyllis Reynolds"
The Pants Project,"Clarke, Cat"
Stick,"Smith, Andrew"
Should Abortion Be Legal?,"Mooney, Carla"
The Glass Castle,"Walls, Jeannette"
"#Hockey (Check, Please! Series)","Ukazu, Ngozi"
The Way Back,"Mac, Carrie"
The Love and Lies of Rukhsana Ali,"Khan, Sabina"
This Is Your Time,"Bridges, Ruby"
Ordinary Hazards,"Grimes, Nikki"
The Best Man,"Peck, Richard"
Ivy Aberdeen's Letter to the World,"Blake, Ashley Herring"
"She Loves You, She Loves You Not...","Peters, Julie Anne"
If I Was Your Girl,"Russo, Meredith"
All the Things We Do in the Dark,"Mitchell, Saundra"
"A Very, Very Bad Thing","Self, Jeffery"
Whatever.: or how junior year became totally f$@ked,"Goslee, S. J."
Dreadnought (H.I.V.E. Series),"Walden, Mark"
Redwood and Ponytail,"Holt, K. A."
Into the Real,"Brewer, Z"
"100 Questions You'd Never Ask Your Parents: Straight Answers to Teens' Questions About Sex, Sexuality, and Health","Henderson, Elisabeth"
"Jane, Unlimited","Cashore, Kristin"
The Questions Within (Cutting Edge Series),"Schaeffer, Teresa"
Are You LGBTQ?,"Nagle, Jeanne"
Caste: The Origins of Our Discontents,"Wilkerson, Isabel"
Away We Go,"Ostrovski, Emil"
"On the Come Up: A Novel, Based on a True Story","Weyer, Hannah"
"My Best Friend, Maybe","Carter, Caela"
Rethinking Normal: A Memoir in Transition,"Hill, Katie Rain"
The Black Flamingo,"Atta, Dean"
The Gallery of Unfinished Girls,"Karcz, Lauren"
Look Past,"Devine, Eric"
Teenage Sex and Pregnancy,"Parks, Peggy J."
Felix Ever After,"Callender, Kacen"
What Philosophy Can Do,"Gutting, Gary"
"Homosexuality Around the World: Safe Havens, Cultural Challenges","Seba, Jaime A."
Transgender Rights and Issues,"Pelleschi, Andrea"
The Year They Burned the Books,"Garden, Nancy"
Little & Lion,"Colbert, Brandy"
The Ultimate Guys' Body Book: Not-So-Stupid Questions About Your Body,"Larimore, Walter"
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),"Sáenz, Benjamin Alire"
The Sweet Revenge of Celia Door,"Finneyfrock, Karen"
Putting Makeup on the Fat Boy,"Wright, Bil"
Gingerbread (Cyd Charisse Series),"Cohn, Rachel"
Rick,"Gino, Alex"
Forever for a Year,"Gottfred, B. T."
"Bend, Don't Shatter: Poets on the Beginning of Desire","Rachel, T. Cole"
It's Our Prom (So Deal With It),"Peters, Julie Anne"
The Devouring Gray (The Devouring Gray Series),"Herman, Christine Lynn"
Birth Control,"Espejo, Roman"
I'll Give You the Sun,"Nelson, Jandy"
How It All Blew Up,"Ahmadi, Arvin"
"Friendship, Dating, and Relationships (Teens: Being Gay, Lesbian, Bisexual, or Transgender)","Payment, Simone"
Homophobia: From Social Stigma to Hate Crimes,"Palmer, Bill"
"Considering Hate: Violence, Goodness, and Justice in American Culture and Politics","Whitlock, Kay"
The Downstairs Girl,"Lee, Stacey"
The Breakaways,"Johnson, Cathy G."
LGBTQ Families: The Ultimate Teen Guide,"Apelqvist, Eva"
Heather Has Two Mommies,"Newman, Lesléa"
SEX: If You're Scared of The Truth Don't Read This!,"Sommer, Carl"
The Summer of Jordi Perez (And the Best Burger in Los Angeles),"Spalding, Amy"
Let's Talk About Love,"Kann, Claire"
The Grief Keeper,"Villasante, Alexandra"
The House You Pass on the Way,"Woodson, Jacqueline"
Coming Out: Telling Family and Friends,"Seba, Jaime A."
The Art of Saving the World,"Duyvis, Corinne"
"Hold Me Closer: The Tiny Cooper Story (Will Grayson, Will Grayson Series)","Levithan, David"
Keeping You a Secret,"Peters, Julie Anne"
Tips on Having a Gay (Ex) Boyfriend (Belle Series),"Jones, Carrie"
We Are the Ants,"Hutchinson, Shaun David"
Identity: A Story of Transitioning,"Maison, Corey"
"The Birds, the Bees, and You and Me","Hinebaugh, Olivia"
The Cider House Rules,"Irving, John"
Proxy (Proxy Series),"London, Alex"
ttyl (Internet Girls Series),"Myracle, Lauren"
One of Those Hideous Books Where the Mother Dies,"Sones, Sonya"
Sonny's House of Spies,"Lyon, George Ella"
"No Girls Allowed: Tales of Daring Women Dressed as Men for Love, Freedom and Adventure","Hughes, Susan"
Lobizona: A Novel (Wolves of No World Series),"Garber, Romina"
Lies My Girlfriend Told Me,"Peters, Julie Anne"
Beyond Magenta: Transgender Teens Speak Out,"Kuklin, Susan"
Laura Dean Keeps Breaking Up with Me,"Tamaki, Mariko"
Feeling Wrong in Your Own Body: Understanding What It Means to Be Transgender,"Seba, Jaime A."
The Miseducation of Cameron Post,"Danforth, Emily M."
What Happened to Lani Garver,"Plum-Ucci, Carol"
The Blood Countess (Lady Slayers Series),"Popović, Lana"
The Migration North,"De Medeiros, James"
Gender Identity (Teen Mental Health),"Petrikowski, Nicki Peter"
Gay and Lesbian Role Models,"Seba, Jaime A."
7 Days at the Hot Corner,"Trueman, Terry"
The Mighty Heart of Sunny St. James,"Blake, Ashley Herring"
White Rabbit,"Roehrig, Caleb"
"Far From the Tree: Parents, Children and the Search for Identity","Solomon, Andrew"
What If It's Us (What If It's Us Series),"Albertalli, Becky"
Absolute Brightness,"Lecesne, Celeste"
How Prevalent Is Racism in Society?,"Parks, Peggy J."
The Fire Never Goes Out: A Memoir in Pictures,"Stevenson, Noelle"
My Invented Life,"Bjorkman, Lauren"
La carta de Ivy Aberdeen al mundo/Ivy Aberdeen's Letter to the World,"Blake, Ashley Herring"
Love Drugged,"Klise, James"
Totally Joe (The Misfits Series),"Howe, James"
High Drama (Suspended Series),"Terrell, Brandon"
Let it Snow: Three Holiday Romances,"Green, John"
Ana on the Edge,"Sass, A. J."
Girls Like Us (2015),"Giles, Gail"
The Gods of Tango,"de Robertis, Carolina"
The Barren Grounds (The Misewa Saga Series),"Robertson, David A."
The Less-dead,"Lurie, April"
Rage: A Love Story,"Peters, Julie Anne"
Girls vs. Guys: Surprising Differences Between the Sexes,"Rosen, Michael J."
The Difference Between You and Me,"George, Madeleine"
Fan Art,"Tregay, Sarah"
Honestly Ben (Openly Straight Series),"Konigsberg, Bill"
The Baby Tree,"Blackall, Sophie"
Underneath It All: A History of Women's Underwear,"Keyser, Amber J."
The Art of Being Normal,"Williamson, Lisa"
"Middle School's a Drag, You Better Werk!","Howard, Greg"
Crank (Crank Series),"Hopkins, Ellen"
It's Not Like It's a Secret,"Sugiura, Misa"
Tell Me Again How a Crush Should Feel,"Farizan, Sara"
Birthday,"Russo, Meredith"
"Girl, (Nearly) 16: Absolute Torture","Limb, Sue"
Everybody Sees the Ants,"King, A. S."
Burn Baby Burn,"Medina, Meg"
"Ready or Not?: A Girl's Guide to Making Her Own Decisions about Dating, Love, and Sex","Radziszewicz, Tina"
"Gays and Mental Health: Fighting Depression, Saying No to Suicide","Seba, Jaime A."
In Our Mothers' House,"Polacco, Patricia"
Abortion,"Juettner, Bonnie"
Tomboy: A Graphic Memoir,"Prince, Liz"
The Dear One,"Woodson, Jacqueline"
Homegoing,"Gyasi, Yaa"
Under Threat,"Stevenson, Robin"
Living with Religion and Faith,"Rodi, Robert"
Daughters Unto Devils,"Lukavics, Amy"
"101 Questions About Sex and Sexuality: With Answers for the Curious, Cautious, and Confused","Brynie, Faith Hickman"
Rainbow High (Rainbow Trilogy Series),"Sanchez, Alex"
The Red Scrolls of Magic,"Clare, Cassandra"
10 Things I Can See from Here,"Mac, Carrie"
The Last Exit to Normal,"Harmon, Michael"
Ship It,"Lundin, Britta"
Trans Mission: My Quest to a Beard,"Bertie, Alex"
Kaleidoscope Song,"Benwell, Fox"
The Edge of the Water (Whidbey Island Saga Series),"George, Elizabeth"
Draw the Line,"Linn, Laurent"
Everything You Love Will Burn: Inside the Rebirth of White Nationalism in America,"Tenold, Vegas"
Say the Word,"Garsee, Jeannine"
Between Mom and Jo,"Peters, Julie Anne"
"Gone, Gone, Gone","Moskowitz, Hannah"
The Moon Within,"Salazar, Aida"
Dreadnought (Nemesis Series),"Daniels, April"
"Gay People of Color: Facing Prejudices, Forging Identities","Seba, Jaime A."
Middlesex,"Eugenides, Jeffrey"
I Hope You're Listening,"Ryan, Tom"
Wayward Witch (Brooklyn Brujas Series),"Córdova, Zoraida"
The Deep & Dark Blue,"Smith, Niki"
"Tomorrow Will Be Different: Love, Loss, and the Fight for Trans Equality","McBride, Sarah"
"Invisible Man, Got the Whole World Watching: A Young Black Man's Education","Smith, Mychal Denzel"
Darius the Great Deserves Better (Darius the Great Series),"Khorram, Adib"
Roe v. Wade: The Untold Story of the Landmark Supreme Court Decision that Made Abortion Legal,"Faux, Marian"
At the Edge of the Universe,"Hutchinson, Shaun David"
Jacob's Room to Choose,"Hoffman, Sarah"
Suicide Notes,"Ford, Michael Thomas"
When We Were Magic,"Gailey, Sarah"
Playing the Field,"Bildner, Phil"
Beyond Dreams (Hamilton High Series),"Reynolds, Marilyn"
Julián at the Wedding (Julián Series),"Love, Jessica"
En el bosque,"Stevenson, Robin"
Abortion: A Documentary and Reference Guide,"Rose, Melody"
101 Questions About Reproduction: Or How 1 + 1 = 3 or 4 or More,"Brynie, Faith Hickman"
Miles Away from You,"Rutledge, A. B."
You Know Me Well,"LaCour, Nina"
La tormenta,"Bell, William"
Raise the Stakes,"Atwood, Megan"
The Traitor Game,"Collins, B. R."
GLBTQ*: The Survival Guide for Queer & Questioning Teens,"Huegel, Kelly"
The Magic Fish,"Nguyen, Trung Le"
My Heart Underwater,"Fantauzzo, Laurel Flores"
Taking Responsibility: A Teen's Guide to Contraception and Pregnancy,"Lange, Donna"
The Accidental Adventures of India McAllister,"Agell, Charlotte"
One Man Guy,"Barakiva, Michael"
Whistle Me Home,"Wersba, Barbara"
Citizen: An American Lyric,"Rankine, Claudia"
We Were Eight Years in Power: An American Tragedy,"Coates, Ta-Nehisi"
Black Rabbit Summer,"Brooks, Kevin"
Gay Believers: Homosexuality and Religion,"Sanna, Emily"
Cut Both Ways,"Mesrobian, Carrie"
The Hookup Artist,"Shaw, Tucker"
Annie on My Mind,"Garden, Nancy"
Ash,"Lo, Malinda"
Ask the Passengers,"King, A. S."
